Location,Latitude,Longitude,Free Bikes,Coordinates,Station Name,Station Coordinates,Bikes Available,Name,Address,Rating
,,,,"(49.290052, -123.130334)",Bidwell & Burnaby,"(49.28526, -123.141809)",15.0,Daily Grind Cafe,"1500 Georgia St W (Nicola), Vancouver BC V6G 2Z6",
,,,,"(49.25248, -123.101174)",11th & Kingsway,"(49.261122, -123.097571)",1.0,Cultivate Tea,"2280 Main St, Vancouver BC",
,,,,"(49.283122, -123.110921)",Pender & Burrard,"(49.287097, -123.118551)",24.0,VFS Cafe,"420 Homer St (Carrall), Vancouver BC",
,,,,"(49.263663, -123.112021)",Columbia & 1st,"(49.269969, -123.109623)",10.0,Jammer Cafe Motors Inc,"350 8th Ave W, Vancouver BC",
,,,,"(49.289558, -123.132807)",Melville & Bute,"(49.287782, -123.12395)",14.0,Market Veranda,"1610 Robson St, Vancouver BC V6G 1C7",
,,,,"(49.276876, -123.13083)",Anderson & 2nd,"(49.269361, -123.13782)",17.0,Nebur-King Coffee,"1359 Hornby St (Pacific Ave), Vancouver BC V6Z 1W7",
,,,,"(49.263663, -123.112021)",5th & Main,"(49.266456, -123.100324)",4.0,Jammer Cafe Motors Inc,"350 8th Ave W, Vancouver BC",
,,,,"(49.280213, -123.107023)",Alexander & Dunlevy,"(49.284062, -123.095097)",3.0,Bubble King Tea House,"88 Pender St W, Vancouver BC V6B 6N9",
,,,,"(49.25248, -123.101174)",13th & St George,"(49.258817, -123.092797)",3.0,Cultivate Tea,"2280 Main St, Vancouver BC",
,,,,"(49.275687, -123.077918)",Commercial & Pandora,"(49.283236, -123.070443)",15.0,Roaster Central,"1015 Clark Dr, Vancouver BC V5L 3K1",
,,,,"(49.27265, -123.069953)",Grandview & Commercial,"(49.263746, -123.069892)",14.0,Toscani Coffee Bar,"1321 Commercial Dr, Vancouver BC V5L 3X5",
,,,,"(49.281103, -123.104583)",Expo & Smithe,"(49.276115, -123.114496)",11.0,Aiyaohno Cafe,"425 Carrall St, Vancouver BC V6B 6E3",
,,,,"(49.263764, -123.138955)",Cypress & 14th,"(49.25919, -123.148268)",3.0,Murchie's Fine Tea,"1501 Broadway W (Granville Street), Vancouver BC V6J 4Z6",
,,,,"(49.26223, -123.245109)",Brock Commons,"(49.269172, -123.25279)",1.0,Caffe Perugia,"2350 Health Sciences Mall Life Ctr (Agronomy Rd), Vancouver BC V6T 1Z3",
,,,,"(49.286346, -123.127908)",Beach & Broughton,"(49.281301, -123.139108)",11.0,Little Cafe,"1258 Robson St, Vancouver BC V6E 1C1",5.5
,,,,"(49.25877, -123.138934)",Arbutus Greenway & 14th,"(49.258924, -123.152591)",1.0,Phoscao Cafe,"3007 Granville St, Vancouver BC V6H 3J9",5.4
,,,,"(49.280213, -123.107023)",Alexander & Main,"(49.284157, -123.099917)",14.0,Bubble King Tea House,"88 Pender St W, Vancouver BC V6B 6N9",
,,,,"(49.282058, -123.118456)",Hornby & Drake,"(49.277178, -123.13)",3.0,Starbucks,"720 Granville St, Vancouver BC V6Z 1E4",
,,,,"(49.264138, -123.18018)",Highbury & 8th,"(49.265442, -123.187738)",13.0,C'est Mon Cafe,"3420W Broadway W, Vancouver BC V6R 2B3",
,,,,"(49.267575, -123.252382)",Pharmaceutical Sciences,"(49.26262, -123.2431)",2.0,Ike's Café,"1961 East Mall, Vancouver BC V6T 1Z1",5.0
,,,,"(49.286212, -123.126923)",Haro & Denman,"(49.290587, -123.13625)",11.0,Blenz Coffee Robson - Bute,"1201 Robson St, Vancouver BC V6E 1C2",
,,,,"(49.262672, -123.092227)",Windsor & 14th,"(49.257985, -123.083366)",12.0,The Paper Crane,"531 Broadway E, Vancouver BC V5T 1X4",5.3
,,,,"(49.25248, -123.101174)",Prince Edward & 16th,"(49.256694, -123.096579)",3.0,Cultivate Tea,"2280 Main St, Vancouver BC",
,,,,"(49.286212, -123.126923)",Cardero & Davie,"(49.285512, -123.1384)",1.0,Blenz Coffee Robson - Bute,"1201 Robson St, Vancouver BC V6E 1C2",
,,,,"(49.263663, -123.112021)",Stamps Landing,"(49.26893, -123.11813)",6.0,Jammer Cafe Motors Inc,"350 8th Ave W, Vancouver BC",
,,,,"(49.282058, -123.118456)",Marinaside & Davie,"(49.273471, -123.118016)",21.0,Starbucks,"720 Granville St, Vancouver BC V6Z 1E4",
,,,,"(49.273221, -123.069352)",Adanac & McLean,"(49.277665, -123.073653)",14.0,Turk's Coffee Exchange,"1276 Commercial Dr, Vancouver BC V5L 3X4",
,,,,"(49.28964, -123.128677)",Bute & Davie,"(49.282055, -123.133045)",2.0,Dudoc Vancouver,"1445 Georgia St W (btwn Nicola & Broughton), Vancouver BC V6G 2T3",
,,,,"(49.273221, -123.069352)",Victoria & 4th,"(49.266725, -123.065925)",5.0,Turk's Coffee Exchange,"1276 Commercial Dr, Vancouver BC V5L 3X4",
,,,,"(49.249021, -123.126262)",Heather & 29th,"(49.245535, -123.120496)",7.0,City One Cafe,"954 King Edward Ave W, Vancouver BC V5Z 2E2",
,,,,"(49.267985, -123.154157)",McNicoll & Arbutus,"(49.276292, -123.150592)",12.0,Forty Ninth Parallel,"2152 4th Ave W, Vancouver BC V6K 1N6",
,,,,"(49.285465, -123.120126)",Jervis & Robson,"(49.28691, -123.128818)",1.0,Nami Vietnamese,"885 W Georgia St, Vancouver BC V6C 2G2",
,,,,"(49.26223, -123.245109)",IK Barber Learning Centre,"(49.267561, -123.252261)",0.0,Caffe Perugia,"2350 Health Sciences Mall Life Ctr (Agronomy Rd), Vancouver BC V6T 1Z3",
,,,,"(49.27722, -123.126642)",Granville Island,"(49.27029, -123.135025)",14.0,Blenz Coffee Granville - Davie,"700 Davie St, Vancouver BC V6Z 1M6",
,,,,"(49.259164, -123.100851)",6th & Prince Edward,"(49.265242, -123.095577)",0.0,Lucky's Doughnuts,"2902 Main St, Vancouver BC V5T 3G3",
,,,,"(49.27722, -123.126642)",Broughton & Davie,"(49.283749, -123.136133)",0.0,Blenz Coffee Granville - Davie,"700 Davie St, Vancouver BC V6Z 1M6",
,,,,"(49.273221, -123.069352)",Adanac & Lakewood,"(49.27751, -123.061429)",1.0,Turk's Coffee Exchange,"1276 Commercial Dr, Vancouver BC V5L 3X4",
,,,,"(49.267985, -123.154157)",Cypress & 10th,"(49.262944, -123.148109)",0.0,Forty Ninth Parallel,"2152 4th Ave W, Vancouver BC V6K 1N6",
,,,,"(49.267418, -123.25018)",Thunderbird Parkade,"(49.261655, -123.241924)",3.0,Starbucks,"6138 Student Union Blvd (in Pacific Spirit Pl.), Vancouver BC V6T 1Z1",5.1
,,,,"(49.286602, -123.113327)",Burrard Station (Melville & Dunsmuir),"(49.285871, -123.12105)",12.0,Blenz Coffee,"250 Howe St (at Waterfront Centre), Vancouver BC V6C 3R8",5.6
,,,,"(49.249021, -123.126262)",22nd & Cambie,"(49.251358, -123.115637)",0.0,City One Cafe,"954 King Edward Ave W, Vancouver BC V5Z 2E2",
,,,,"(49.262614, -123.069508)",Glen & Broadway,"(49.262242, -123.081459)",11.0,Blenz Coffee,"2470 Commercial Dr (at E Broadway), Vancouver BC V5N 4B9",4.9
,,,,"(49.290839, -123.127481)",Stanley Park - Totem Poles,"(49.298657, -123.121176)",0.0,Blue Edge Cafe,"510 Nicola St, Vancouver BC V6G 3J7",5.5
,,,,"(49.281153, -123.132656)",Davie & Beach,"(49.287528, -123.142139)",19.0,Trees Cheesecake & Organic Coffee,"1160 Davie St, Vancouver BC V6E 1N1",
,,,,"(49.280213, -123.107023)",Pender & Gore,"(49.280284, -123.097052)",6.0,Bubble King Tea House,"88 Pender St W, Vancouver BC V6B 6N9",
,,,,"(49.280726, -123.131159)",Richards & Davie,"(49.275683, -123.124388)",0.0,Latin Square,"1105 Davie St (Thurlow Street), Vancouver BC",
,,,,"(49.273221, -123.069352)",Pender & Commercial,"(49.280332, -123.070068)",9.0,Turk's Coffee Exchange,"1276 Commercial Dr, Vancouver BC V5L 3X4",
,,,,"(49.260643, -123.124172)",18th & Cambie,"(49.254818, -123.114785)",0.0,Cafe Ami,"899 12th Ave W, Vancouver BC V5Z 1M9",5.0
,,,,"(49.273221, -123.069352)",2nd & Commercial,"(49.268616, -123.069908)",2.0,Turk's Coffee Exchange,"1276 Commercial Dr, Vancouver BC V5L 3X4",
,,,,"(49.253982, -123.235073)",Wesbrook Village - Berton & Shrum,"(49.25478, -123.23621)",3.0,Blenz Coffee,"3381 Wesbrook Mall (at Gray Ave.), Vancouver BC V6S 0B1",6.9
,,,,"(49.290839, -123.127481)",Chilco & Robson,"(49.293257, -123.138563)",16.0,Blue Edge Cafe,"510 Nicola St, Vancouver BC V6G 3J7",5.5
,,,,"(49.283122, -123.110921)",Keefer & Columbia,"(49.279342, -123.101822)",10.0,VFS Cafe,"420 Homer St (Carrall), Vancouver BC",
,,,,"(49.284445, -123.110223)",Rogers Tower,"(49.288682, -123.11818)",14.0,Cafe Monaco,"356 Water St, Vancouver BC V6B 1B6",
,,,,"(49.273221, -123.069352)",Woodland & Graveley,"(49.270684, -123.073562)",0.0,Turk's Coffee Exchange,"1276 Commercial Dr, Vancouver BC V5L 3X4",
,,,,"(49.286212, -123.126923)",Cardero & Bayshore,"(49.291597, -123.129158)",11.0,Blenz Coffee Robson - Bute,"1201 Robson St, Vancouver BC V6E 1C2",
,,,,"(49.286212, -123.126923)",Nelson & Denman,"(49.2890705989865, -123.138407369468)",13.0,Blenz Coffee Robson - Bute,"1201 Robson St, Vancouver BC V6E 1C2",
,,,,"(49.259164, -123.100851)",8th & Fraser,"(49.263382, -123.088837)",1.0,Lucky's Doughnuts,"2902 Main St, Vancouver BC V5T 3G3",
,,,,"(49.26411, -123.186096)",Balaclava & 6th,"(49.266924, -123.173849)",14.0,Good Earth Coffee House,"2505 Alma St (Broadway), Vancouver BC V6R 3R8",
,,,,"(49.286602, -123.113327)",Cambie & Water,"(49.284605, -123.108662)",30.0,Blenz Coffee,"250 Howe St (at Waterfront Centre), Vancouver BC V6C 3R8",5.6
,,,,"(49.273493, -123.122349)",Helmcken & Burrard,"(49.279938, -123.127478)",4.0,Fuse Pan Asian Cafe,"181 Roundhouse Mews, Vancouver BC V6Z 2W3",
,,,,"(49.283549, -123.109741)",Hornby & Pender,"(49.28602, -123.116624)",20.0,Nusa Coffee,"310 Cordova St W, Vancouver BC V6B 1E8",
,,,,"(49.263663, -123.112021)",7th & Heather,"(49.265089, -123.119425)",1.0,Jammer Cafe Motors Inc,"350 8th Ave W, Vancouver BC",
,,,,"(49.280213, -123.107023)",Union & Dunlevy,"(49.277595, -123.09583)",10.0,Bubble King Tea House,"88 Pender St W, Vancouver BC V6B 6N9",
,,,,"(49.27722, -123.126642)",Richards & Helmcken,"(49.277141, -123.122589)",4.0,Blenz Coffee Granville - Davie,"700 Davie St, Vancouver BC V6Z 1M6",
,,,,"(49.283549, -123.109741)",Keefer & Abbott,"(49.279821, -123.10802)",9.0,Nusa Coffee,"310 Cordova St W, Vancouver BC V6B 1E8",
,,,,"(49.259164, -123.100851)",8th & Prince Edward,"(49.263518, -123.09568)",0.0,Lucky's Doughnuts,"2902 Main St, Vancouver BC V5T 3G3",
,,,,"(49.290839, -123.127481)",Chilco & Barclay,"(49.291909, -123.140713)",4.0,Blue Edge Cafe,"510 Nicola St, Vancouver BC V6G 3J7",5.5
,,,,"(49.259164, -123.100851)",St George & Broadway,"(49.262321, -123.09306)",6.0,Lucky's Doughnuts,"2902 Main St, Vancouver BC V5T 3G3",
,,,,"(49.275687, -123.077918)",Britannia Parking Lot,"(49.275882, -123.071865)",8.0,Roaster Central,"1015 Clark Dr, Vancouver BC V5L 3K1",
,,,,"(49.28964, -123.128677)",Morton & Denman,"(49.28803, -123.142135)",8.0,Dudoc Vancouver,"1445 Georgia St W (btwn Nicola & Broughton), Vancouver BC V6G 2T3",
,,,,"(49.280813, -123.085817)",Thornton & National,"(49.273777, -123.092723)",7.0,The Garden Strathcona,"868 Hastings St E, Vancouver BC V6A 1R6",
,,,,"(49.263687, -123.134407)",Burrard & 14th,"(49.259469, -123.145718)",4.0,Ooh la la Cappuccino Bar Ltd,"1333 Broadway W (Hemlock), Vancouver BC V6H 4C1",
,,,,"(49.263663, -123.112021)",Olympic Village Station,"(49.266314, -123.116011)",11.0,Jammer Cafe Motors Inc,"350 8th Ave W, Vancouver BC",
,,,,"(49.264138, -123.18018)",8th & Macdonald,"(49.264928, -123.168068)",3.0,C'est Mon Cafe,"3420W Broadway W, Vancouver BC V6R 2B3",
,,,,"(49.251867, -123.100717)",30th & Ontario,"(49.243375, -123.104978)",9.0,Hayan Mug,"3702 Main St, Vancouver BC V5V 3N7",
,,,,"(49.284167, -123.070117)",Lakewood & Triumph,"(49.283968, -123.061615)",6.0,The Narcissus,"1701 Powell St (Commercial Drive), Vancouver BC V5L 5C9",
,,,,"(49.263663, -123.112021)",13th & Cambie,"(49.259579, -123.114769)",1.0,Jammer Cafe Motors Inc,"350 8th Ave W, Vancouver BC",
,,,,"(49.249141, -123.155056)",Arbutus & Nanton,"(49.247854, -123.153422)",13.0,Starbucks,"2101 Lahb Ave (at Arbutus Street), Vancouver BC V6L 0B9",6.8
,,,,"(49.259164, -123.100851)",14th & Fraser,"(49.257939, -123.089531)",2.0,Lucky's Doughnuts,"2902 Main St, Vancouver BC V5T 3G3",
,,,,"(49.262614, -123.069508)",15th & Victoria (Trout Lake),"(49.256857, -123.065646)",13.0,Blenz Coffee,"2470 Commercial Dr (at E Broadway), Vancouver BC V5N 4B9",4.9
,,,,"(49.283427, -123.116383)",Robson & Hornby,"(49.282758, -123.122092)",23.0,Cultured Coffee & Tea,"678 Dunsmuir St (in Granville SkyTrain Station), Vancouver BC V6B 1N3",
,,,,"(49.286212, -123.126923)",Cardero & Robson,"(49.289255, -123.132677)",7.0,Blenz Coffee Robson - Bute,"1201 Robson St, Vancouver BC V6E 1C2",
,,,,"(49.259916, -123.100752)",1st & Scotia,"(49.2685027, -123.0975014)",10.0,Roasting Time,"2818 Main St, Vancouver BC V5T 0C1",
,,,,"(49.259164, -123.100851)",10th & Fraser,"(49.26151, -123.089413)",4.0,Lucky's Doughnuts,"2902 Main St, Vancouver BC V5T 3G3",
,,,,"(49.259164, -123.100851)",Ontario & 5th,"(49.266724, -123.104824)",9.0,Lucky's Doughnuts,"2902 Main St, Vancouver BC V5T 3G3",
,,,,"(49.249021, -123.126262)",Heather & 16th,"(49.256845, -123.120071)",7.0,City One Cafe,"954 King Edward Ave W, Vancouver BC V5Z 2E2",
,,,,"(49.275691, -123.121158)",Richards & Smithe,"(49.279259, -123.119145)",6.0,Analog Coffee,"338 Helmcken St (Hamilton), Vancouver BC V6B 6C5",
,,,,"(49.273493, -123.122349)",Robson & Beatty,"(49.277773, -123.114237)",18.0,Fuse Pan Asian Cafe,"181 Roundhouse Mews, Vancouver BC V6Z 2W3",
,,,,"(49.278423, -123.114982)",Maple Tree Square,"(49.283482, -123.103738)",16.0,Waves Coffee House,"211 Robson St (at Cambie St), Vancouver BC V6B 0E7",5.8
,,,,"(49.259164, -123.100851)",22nd & Main,"(49.25094, -123.101306)",3.0,Lucky's Doughnuts,"2902 Main St, Vancouver BC V5T 3G3",
,,,,"(49.267528, -123.106835)",Carrall & Seawall,"(49.276294, -123.106534)",13.0,Laura's Coffee Shop,"1945 Manitoba St (at 4th Ave.), Vancouver BC V5Y 3A1",
,,,,"(49.275687, -123.077918)",Charles & Woodland,"(49.2731, -123.0732)",10.0,Roaster Central,"1015 Clark Dr, Vancouver BC V5L 3K1",
,,,,"(49.263663, -123.112021)",1st & Manitoba,"(49.27023, -123.10651)",2.0,Jammer Cafe Motors Inc,"350 8th Ave W, Vancouver BC",
,,,,"(49.257457, -123.093325)",St Catherines & 7th,"(49.264466, -123.085183)",10.0,Tigers Drink House,"505E 15th Ave E (at St. George St), Vancouver BC V5T 4S4",
,,,,"(49.278368, -123.075549)",Triumph & Victoria,"(49.283986, -123.065264)",9.0,Coho Coffee,"1370 E Georgia St, Vancouver BC V5L 2A8",
,,,,"(49.259164, -123.100851)",18th & Main,"(49.254667, -123.101389)",7.0,Lucky's Doughnuts,"2902 Main St, Vancouver BC V5T 3G3",
,,,,"(49.253083, -123.08979)",St Catherines & 10th,"(49.261353, -123.085333)",2.0,Artisan Tea Bar,"3578 Fraser St, Vancouver BC V5V 4C6",
,,,,"(49.27957, -123.107779)",Nelson & Richards,"(49.277844, -123.120942)",10.0,Blenz Coffee,"603 Abbott St (at Keefer), Vancouver BC V6B 0J4",5.6
,,,,"(49.267985, -123.154157)",Arbutus & 10th,"(49.262835, -123.152626)",0.0,Forty Ninth Parallel,"2152 4th Ave W, Vancouver BC V6K 1N6",
,,,,"(49.286212, -123.126923)",Comox & Denman,"(49.288444, -123.139203)",3.0,Blenz Coffee Robson - Bute,"1201 Robson St, Vancouver BC V6E 1C2",
,,,,"(49.25248, -123.101174)",Prince Edward & 14th,"(49.258352, -123.096337)",7.0,Cultivate Tea,"2280 Main St, Vancouver BC",
,,,,"(49.280346, -123.103545)",Alexander & Railway,"(49.283992, -123.091206)",9.0,Mr. Coffee,"39 Pender St E (btwn Carrall & Columbia St), Vancouver BC V6A 1S9",
,,,,"(49.290052, -123.130334)",Chilco & Beach,"(49.28972, -123.144028)",5.0,Daily Grind Cafe,"1500 Georgia St W (Nicola), Vancouver BC V6G 2Z6",
,,,,"(49.287524, -123.116813)",Richards & Cordova,"(49.284554, -123.111031)",9.0,Cafe Taza,"355 Burrard St (Hastings), Vancouver BC V6C 2G6",
,,,,"(49.267575, -123.252382)",Agronomy & East Mall,"(49.2617360647494, -123.246483808594)",9.0,Ike's Café,"1961 East Mall, Vancouver BC V6T 1Z1",5.0
,,,,"(49.267575, -123.252382)",Orchard Commons,"(49.259999, -123.250902)",1.0,Ike's Café,"1961 East Mall, Vancouver BC V6T 1Z1",5.0
,,,,"(49.267985, -123.154157)",Yew & Broadway,"(49.263523, -123.155267)",3.0,Forty Ninth Parallel,"2152 4th Ave W, Vancouver BC V6K 1N6",
,,,,"(49.253925, -123.067799)",Woodland & 10th,"(49.261263, -123.073707)",2.0,Chance Cafe,"3424 Commercial St (Victoria Diversion), Vancouver BC V5N 4E9",
,,,,"(49.263663, -123.112021)",Ontario & 16th,"(49.256825, -123.105234)",2.0,Jammer Cafe Motors Inc,"350 8th Ave W, Vancouver BC",
,,,,"(49.263448, -123.119627)",14th & Alder,"(49.258819, -123.131317)",4.0,Blenz Coffee,"695 Broadway W (at Heather St.), Vancouver BC V5Z 1G6",5.3
,,,,"(49.269427, -123.138548)",Chestnut & McNicoll,"(49.275938, -123.145939)",4.0,Tru Cafe,"1500 2nd Ave W, Vancouver BC V6J 1H2",
,,,,"(49.268615, -123.170754)",Dunbar & 6th,"(49.266636, -123.183661)",12.0,Artistry Coffee Shop,"2959 4th Ave W, Vancouver BC V6K 1R3",
,,,,"(49.290839, -123.127481)",Stanley Park - Vancouver Aquarium,"(49.299292, -123.130281)",5.0,Blue Edge Cafe,"510 Nicola St, Vancouver BC V6G 3J7",5.5
,,,,"(49.282058, -123.118456)",Yaletown-Roundhouse Station,"(49.274566, -123.121817)",9.0,Starbucks,"720 Granville St, Vancouver BC V6Z 1E4",
,,,,"(49.281153, -123.132656)",Smithe & Burrard,"(49.282503, -123.124697)",7.0,Trees Cheesecake & Organic Coffee,"1160 Davie St, Vancouver BC V6E 1N1",
,,,,"(49.281285, -123.115794)",Abbott & Cordova,"(49.282759, -123.106955)",11.0,Blenz Coffee,"495 Georgia St W (at Richards St), Vancouver BC V6B 1B3",5.4
,,,,"(49.263597, -123.205023)",Sasamat & 10th,"(49.264019, -123.209176)",4.0,Little Umbrella Coffee Shop,"4372 10th Ave W, Vancouver BC V6R 2H7",
,,,,"(49.267985, -123.154157)",Vine & 4th,"(49.268339, -123.157443)",2.0,Forty Ninth Parallel,"2152 4th Ave W, Vancouver BC V6K 1N6",
,,,,"(49.263663, -123.112021)",10th & Ontario,"(49.262062, -123.104656)",1.0,Jammer Cafe Motors Inc,"350 8th Ave W, Vancouver BC",
,,,,"(49.267985, -123.154157)",Pine & 10th,"(49.262822, -123.14338)",3.0,Forty Ninth Parallel,"2152 4th Ave W, Vancouver BC V6K 1N6",
,,,,"(49.264138, -123.18018)",Wallace & 4th,"(49.268974, -123.190701)",2.0,C'est Mon Cafe,"3420W Broadway W, Vancouver BC V6R 2B3",
,,,,"(49.27722, -123.126642)",Pacific & Richards,"(49.273663, -123.127075)",4.0,Blenz Coffee Granville - Davie,"700 Davie St, Vancouver BC V6Z 1M6",
,,,,"(49.260643, -123.124172)",7th &  Alder,"(49.265198, -123.131043)",0.0,Cafe Ami,"899 12th Ave W, Vancouver BC V5Z 1M9",5.0
,,,,"(49.285624, -123.116083)",Canada Place,"(49.287214, -123.11287)",15.0,Murchie's Tea & Coffee  Ltd,"825W Pender St W (btwn Hornby & Howe), Vancouver BC V6C 1K6",5.5
,,,,"(49.249021, -123.126262)",Heather & 18th,"(49.255034, -123.120226)",6.0,City One Cafe,"954 King Edward Ave W, Vancouver BC V5Z 2E2",
,,,,"(49.263421, -123.115731)",14th & Oak,"(49.258761, -123.127071)",3.0,Blenz Coffee,"521W Broadway W (at Cambie St), Vancouver BC V5Z 1E6",5.4
,,,,"(49.284035, -123.120166)",Bute & Comox,"(49.283343, -123.131099)",13.0,Honey's Buns,"925 Georgia St W (Hornby), Vancouver BC V6C 3L2",
,,,,"(49.278867, -123.125241)",Comox & Broughton,"(49.285253, -123.134356)",4.0,Java Express,"1090 Howe St (Helmcken), Vancouver BC V6Z 1P5",
,,,,"(49.280346, -123.103545)",Station & Terminal,"(49.272172, -123.097978)",6.0,Mr. Coffee,"39 Pender St E (btwn Carrall & Columbia St), Vancouver BC V6A 1S9",
,,,,"(49.280346, -123.103545)",Stanley Park - Third Beach Parking Lot,"(49.302577, -123.155616)",20.0,Mr. Coffee,"39 Pender St E (btwn Carrall & Columbia St), Vancouver BC V6A 1S9",
,,,,"(49.273221, -123.069352)",Woodland & 4th,"(49.266751, -123.073501)",3.0,Turk's Coffee Exchange,"1276 Commercial Dr, Vancouver BC V5L 3X4",
,,,,"(49.263663, -123.112021)",8th & Ash,"(49.264215, -123.117772)",6.0,Jammer Cafe Motors Inc,"350 8th Ave W, Vancouver BC",
,,,,"(49.282058, -123.118456)",Burrard & Drake,"(49.27808, -123.130557)",15.0,Starbucks,"720 Granville St, Vancouver BC V6Z 1E4",
,,,,"(49.259164, -123.100851)",10th & Kingsway,"(49.261973, -123.09725)",8.0,Lucky's Doughnuts,"2902 Main St, Vancouver BC V5T 3G3",
,,,,"(49.269638, -123.132483)",10th & Oak,"(49.262255, -123.126217)",6.0,Origins Coffee Co LTD,"1245 Cartwright St, Vancouver BC V6H 4B7",
,,,,"(49.275687, -123.077918)",Hawks & Union,"(49.277333, -123.087359)",7.0,Roaster Central,"1015 Clark Dr, Vancouver BC V5L 3K1",
,,,,"(49.282058, -123.118456)",Marinaside & Cooperage,"(49.273833, -123.114373)",4.0,Starbucks,"720 Granville St, Vancouver BC V6Z 1E4",
,,,,"(49.28072, -123.126454)",Alberni & Jervis,"(49.28763, -123.127245)",14.0,Beyond Coffee,"1015 Burrard St (at Century Plaza Hotel Lobby), Vancouver BC V6Z 1Y5",5.8
,,,,"(49.267985, -123.154157)",7th & Arbutus,"(49.265605, -123.152566)",9.0,Forty Ninth Parallel,"2152 4th Ave W, Vancouver BC V6K 1N6",
,,,,"(49.263663, -123.112021)",14th & Ontario,"(49.25849, -123.104799)",1.0,Jammer Cafe Motors Inc,"350 8th Ave W, Vancouver BC",
,,,,"(49.249021, -123.126262)",King Edward & Cambie,"(49.249184, -123.116141)",3.0,City One Cafe,"954 King Edward Ave W, Vancouver BC V5Z 2E2",
,,,,"(49.267985, -123.154157)",1st & Fir,"(49.270783, -123.141564)",5.0,Forty Ninth Parallel,"2152 4th Ave W, Vancouver BC V6K 1N6",
,,,,"(49.266106, -123.152618)",Arbutus & 16th,"(49.257654, -123.153212)",3.0,Arbutus Coffee & Real Food Market,"2200 Arbutus St, Vancouver BC V6J 3Y1",
,,,,"(49.261299, -123.249405)",War Memorial Gym,"(49.2665793, -123.2485487)",1.0,Reboot Cafe,"2366 Main Mall (ICICS/CS Building), Vancouver BC V6T 1Z4",
,,,,"(49.249021, -123.126262)",28th & Willow,"(49.246243, -123.124373)",8.0,City One Cafe,"954 King Edward Ave W, Vancouver BC V5Z 2E2",
,,,,"(49.267985, -123.154157)",Arbutus Greenway & Fir,"(49.266774, -123.141135)",9.0,Forty Ninth Parallel,"2152 4th Ave W, Vancouver BC V6K 1N6",
,,,,"(49.267418, -123.25018)",West Mall Swing Space Building,"(49.263073, -123.254307)",19.0,Starbucks,"6138 Student Union Blvd (in Pacific Spirit Pl.), Vancouver BC V6T 1Z1",5.1
,,,,"(49.273221, -123.069352)",McLean & Pender,"(49.280427, -123.074082)",8.0,Turk's Coffee Exchange,"1276 Commercial Dr, Vancouver BC V5L 3X4",
,,,,"(49.284035, -123.120166)",Bute & Barclay,"(49.284893, -123.128685)",24.0,Honey's Buns,"925 Georgia St W (Hornby), Vancouver BC V6C 3L2",
,,,,"(49.267985, -123.154157)",Balsam & Cornwall,"(49.273011, -123.159663)",0.0,Forty Ninth Parallel,"2152 4th Ave W, Vancouver BC V6K 1N6",
,,,,"(49.284616, -123.118269)",Hastings & Broughton,"(49.290112, -123.127062)",21.0,888 Caffe Express,"888 Dunsmuir St, Vancouver BC V6C 3K4",
,,,,"(49.287524, -123.116813)",Seymour & Cordova,"(49.28512, -123.11242)",16.0,Cafe Taza,"355 Burrard St (Hastings), Vancouver BC V6C 2G6",
,,,,"(49.263448, -123.119627)",Alder & 11th,"(49.261742, -123.13148)",2.0,Blenz Coffee,"695 Broadway W (at Heather St.), Vancouver BC V5Z 1G6",5.3
,,,,"(49.259164, -123.100851)",10th & Columbia,"(49.262206, -123.109091)",5.0,Lucky's Doughnuts,"2902 Main St, Vancouver BC V5T 3G3",
,,,,"(49.263663, -123.112021)",Heather & 14th,"(49.259183, -123.120126)",3.0,Jammer Cafe Motors Inc,"350 8th Ave W, Vancouver BC",
,,,,"(49.251258, -123.077794)",Commercial & 20th,"(49.252656, -123.067965)",2.0,Cedar Cottage Coffee House,"1303 Kingsway (at Clark Dr.), Vancouver BC V5V 3E3",
,,,,"(49.267985, -123.154157)",Kitsilano Beach Park,"(49.273355, -123.154493)",17.0,Forty Ninth Parallel,"2152 4th Ave W, Vancouver BC V6K 1N6",
,,,,"(49.27722, -123.126642)",Rolston & Granville,"(49.274232, -123.129998)",4.0,Blenz Coffee Granville - Davie,"700 Davie St, Vancouver BC V6Z 1M6",
,,,,"(49.283858, -123.111876)",Cordova & Bute,"(49.289124, -123.12196)",7.0,Waves Coffee House,"492 Hastings St W (at Richards St), Vancouver BC V6B 1L1",5.7
,,,,"(49.259164, -123.100851)",12th & Yukon (City Hall),"(49.260599, -123.113504)",4.0,Lucky's Doughnuts,"2902 Main St, Vancouver BC V5T 3G3",
,,,,"(49.26411, -123.186096)",Blenheim & 4th,"(49.268837, -123.177633)",6.0,Good Earth Coffee House,"2505 Alma St (Broadway), Vancouver BC V6R 3R8",
,,,,"(49.263663, -123.112021)",Wylie & 2nd,"(49.267725, -123.11311)",5.0,Jammer Cafe Motors Inc,"350 8th Ave W, Vancouver BC",
,,,,"(49.285465, -123.120126)",Thurlow & Pendrell,"(49.280881, -123.130672)",9.0,Nami Vietnamese,"885 W Georgia St, Vancouver BC V6C 2G2",
,,,,"(49.263663, -123.112021)",14th & Cambie,"(49.258763, -123.115392)",3.0,Jammer Cafe Motors Inc,"350 8th Ave W, Vancouver BC",
